tweetId,tweetText,tweetSentiment
1589722050998210561,"To be clear, my historical party affiliation has been Independent, with an actual voting history of entirely Democrat until this year",neutral
1589639376186724354,"To independent-minded voters:

Shared power curbs the worst excesses of both parties, therefore I recommend voting… https://t.co/eoF1ahHtxj",neutral
1589631946644414467,How times have changed https://t.co/gCxUkZ4kZC,neutral
1589609169333948418,"Twitter rules will evolve over time, but they’re currently the following: https://t.co/Ut1tXuefso",neutral
1589414958508691456,"My commitment to free speech extends even to not banning the account following my plane, even though that is a direct personal safety risk",neutral
1589413653190938624,Twitter needs to become by far the most accurate source of information about the world. That’s our mission.,positive
1589403131770974208,Widespread verification will democratize journalism &amp; empower the voice of the people,".

positive"
1589390597798125568,"Going forward, any Twitter handles engaging in impersonation without clearly specifying “parody” will be permanently suspended",neutral
1589022495189127169,Search within Twitter reminds me of Infoseek in ‘98! That will also get a lot better pronto.,positive
1589009644114284544,"Twitter will soon add ability to attach long-form text to tweets, ending absurdity of notepad screenshots",positive
1588992081308962816,This rocks https://t.co/sB1sL0Hdrv,positive
1588945917217951746,https://t.co/4UQlClBSct,negative
1588750686006947840,"Trash me all day, but it’ll cost $8",".

negative"
1588739131815112704,⚡️⚡️⚡️ Power to the People ⚡️⚡️⚡️,positive
1588671155766194176,"Regarding Twitter’s reduction in force, unfortunately there is no choice when the company is losing over $4M/day.… https://t.co/beSHf4nXgF",negative
1588666105023041536,"Again, to be crystal clear, Twitter’s strong commitment to content moderation remains absolutely unchanged.

In fac… https://t.co/gSCKbG9v0U",neutral
1588661987701313537,Excellent summary of Twitter’s Trust &amp; Safety from the head of the team https://t.co/sJ1MBf9Mub,positive
1588538640401018880,"Twitter has had a massive drop in revenue, due to activist groups pressuring advertisers, even though nothing has c… https://t.co/HU3dBUszCg",negative
1588398244488368128,Tiny talk is talk so small it feels like it’s coming from your own mind,neutral
1588391903636357122,Why is small talk even legal!?,negative
1588087419059916802,A neuron doesn’t realize it’s a neuron,", it’s just a bunch of proteins connected to other proteins

neutral"
1588081971221053440,"Because it consists of billions of bidirectional interactions per day, Twitter can be thought of as a collective, c… https://t.co/UORYe5J8vm",neutral
1588060509302972421,🎯 https://t.co/W55sUbxYed,neutral
1587923502354472960,🤔 https://t.co/XuJdfMTTi1,negative
1587913672801759234,https://t.co/BYOBGBHOUA,neutral
1587899771091566595,Advertisers should support:,neutral
1587894226695884800,https://t.co/kGncG7Hs3M,positive
1587877870860484610,Twitter is simply the most interesting place on the Internet. That’s why you’re reading this tweet right now.,positive
1587873929443565572,Being attacked by both right &amp; left simultaneously is a good sign,"that you are on the right path

positive"
1587853401014034435,you get what you pay for,neutral
1587631360025542656,Twitter speaks to the inner masochist in all of us,".

negative"
1587627120355934208,"To all complainers, please continue complaining, but it will cost $8",neutral
1587523701452464131,https://t.co/icg6e35LOe,neutral
1587498907336118274,"Twitter’s current lords &amp; peasants system for who has or doesn’t have a blue checkmark is bullshit. 

Power to the… https://t.co/k02ALYVvAu",negative
1587442891894538240,Sonic BOOMS!! https://t.co/6n5OxFc0Dy,positive
1587433105811722240,Falcon Heavy launch in ~30 mins https://t.co/Bluay8q80F,positive
1587297730631696384,😉 https://t.co/eaIYaDRBnu,positive
1587297137099931649,Halloween with my Mom https://t.co/xOAgNeeiNN,positive
1587129795732770824,"If I had a dollar for every time someone asked me if Trump is coming back on this platform, Twitter would be minting money!",neutral
1586918804780630016,Bring back Vine?,neutral
1586885887341645824,"Wachtell &amp; Twitter board deliberately hid this evidence from the court. Stay tuned, more to come … https://t.co/CifaNvtRtt",negative
1586871691686223872,This is fake – I did *not* tweet out a link to The New York Times! https://t.co/d6V6m5ATW2,negative
1586680643831836677,"Just received this email from Twitter. This is an actual, real email that was autogenerated 🤣🤣 https://t.co/7DQp4sNINX",neutral
1586411481574166528,"Finally, the truth that carbs are amazing can be said on this platform! 
#FreeSpeech",positive
1586410852646674432,Fresh baked bread &amp; pastries are some of the great joys of life,positive
1586149451348910081,"To be super clear, we have not yet made any changes to Twitter’s content moderation policies https://t.co/k4guTsXOIu",neutral
1586108809772089345,Ligma Johnson had it coming 🍆 💦 https://t.co/CgjrOV5eM2,neutral
1586104694421659648,Comedy is now legal on Twitter,positive
1586059953311137792,"Twitter will be forming a content moderation council with widely diverse viewpoints. 

No major content decisions o… https://t.co/GOOTQOLYdq",positive
1585966869122457600,🎶 let the good times roll 🎶,positive
1585841080431321088,the bird is freed,neutral
1585811291851018241,Falcon rockets to orbit as seen from LA https://t.co/r8L2SbLC3p,neutral
1585619322239561728,Dear Twitter Advertisers https://t.co/GMwHmInPAS,neutral
1585341984679469056,Entering Twitter HQ – let that sink in! https://t.co/D68z4K2wq7,positive
1585292083610279936,A beautiful thing about Twitter is how it empowers citizen journalism – people are able to disseminate news without an establishment bias,".

positive"
1585282193999265793,"“The New York Times has emerged as a new, chaotic actor in global politics. The paper’s interventions in some of th… https://t.co/8tYloh5duT",neutral
1585050236120027137,Works on any moving land object https://t.co/Xu4qKJW4D9,neutral
1584764977457397760,What lesson took you the longest to unlearn?,neutral
1584717774261489665,διαλεκτική,"ματιά

neutral"
1584174386998697985,Think about who might have decided “The Current Thing” before accepting it,neutral
1584173256415723521,"Who decides “The Current Thing?”
Real question. I don’t know.",neutral
1584157532209090560,Neuralink show &amp; tell now on Nov 30,neutral
1583978878305173505,"i know
|nothing|
is forever",neutral
1583345981906571264,"Only Giga Berlin can make these colors, as paint shop was specially built to apply many fine layers of paint, givin… https://t.co/Dx702XerCN",positive
1583299870370467840,https://t.co/WqGm6InNTp,negative
1583133885696987136,Congrats to @SpaceX team on 48th launch this year! Falcon 9 now holds record for most launches of a single vehicle type in a year.,positive
1582805523484680192,"I will not let you down, no matter what it takes",".

positive"
1582778449583693836,Vox Populi Vox Dei,neutral
1582576552797081607,Internet in airplanes will feel same as if you were accessing Internet at home! https://t.co/Mfl2ixYnJH,positive
1582547658039623680,"28,700 bottles of exquisite Burnt Hair perfume already sold! 

Only 1,300 left of this unique, limited edition, col… https://t.co/idQAnlrfs0",positive
1582379931983499264,"Drone War I
https://t.co/erVME0CbbN",neutral
1581986552246603776,Exceptionally well-said https://t.co/UT8fXG0MeF,positive
1581901615552155648,Are there others that want to donate Starlinks to places in need? https://t.co/M0ASMenMRD,positive
1581764872702132224,Deus X Machina,"is the best restaurant in town!

positive"
1581652738768654338,So true https://t.co/PwmxUVU2Fc,positive
1581514716890865664,Fancy a game of meme tennis? https://t.co/d9tqIlg7nB,neutral
1581508126595244032,Did you hear about the dyslexic KBG agent – it’s pot secret!,humorous
1581490395149926404,"Pitching my idea once again for a crossover of Das Boot &amp; Boss Baby.

“Das Baby” – Hijinks on the high seas! https://t.co/FieRmSthp2",neutral
1581345747777179651,"The hell with it … even though Starlink is still losing money &amp; other companies are getting billions of taxpayer $,… https://t.co/ZHRWMLxio3",negative
1581026283303362560,Yay!! https://t.co/lviRHDJZRB,positive
1580390454130266112,"20,000!!",positive
1580350143445942272,https://t.co/WLVh5zBiO5,neutral
1580312743563104256,"We might need a different name, as this is basically just Starlink with roaming capability, so you can take your te… https://t.co/Y2YLtDYTgZ",neutral
1580304724082843648,"Please buy my perfume, so I can buy Twitter","stocks

neutral"
1580056291082280960,"10,000 bottles of Burnt Hair sold!",positive
1579994860802932736,Over 5000 bottles of Burnt Hair sold!,positive
1579974961267060738,https://t.co/WDtHXqgUPx,positive
1579974298156306432,"With a name like mine, getting into the fragrance business was inevitable – why did I even fight it for so long!?",positive
1579971705447256064,"The finest fragrance on Earth!
https://t.co/ohjWxNX5ZC https://t.co/0J1lmREOBS",positive
1579938196095655936,Maybe one day we can finally achieve https://t.co/jKBu2wJIDA,neutral
1579934616429158400,https://t.co/Q31B9x4RCH,positive
1579114131155623936,Coming soon from The @BoringCompany https://t.co/cNIbFRRXyt,positive
1579099265401778176,An eye for an eye leaves everyone blind https://t.co/pQztPvR4uI,neutral
1579067179659845633,https://t.co/VvGa39qAyE,positive
1578387441332928513,"In case you missed Tesla AI Day 2022
https://t.co/Sbu0peXpY1",neutral
1578277238465712128,SpaceX Dragon docking with @Space_Station (extended video) https://t.co/AFBDKHddgI,positive
1578170980283076608,Excited to announce start of production of Tesla Semi Truck with deliveries to @Pepsi on Dec 1st! https://t.co/gq0l73iGRW,positive
1578055594573004800,Starlink view of 2nd stage deorbit burn https://t.co/kbLv95bAK7,neutral
1577880686282919937,War is the ultimate Supreme Court,".

negative"
1577831304711774210,"Another batch of Starlinks in orbit, 7 hours after the astronaut launch https://t.co/mQshEY16RP",positive
1577428272056389633,"Buying Twitter is an accelerant to creating X, the everything app",positive
