,tweetId,tweetText,tweetSentiment
308,1591574318022299649,Order at https://t.co/Q1VvqV5G0i! https://t.co/Ehca6KRk3v,positive
309,1591334141140045824,🪦🤖,this is not a valid text and cannot be classified.
310,1591326005272141826,Twitter is,"so fun!

positive"
311,1591313397362352130,FTX meltdown/ransack being tracked in real-time on Twitter,neutral
312,1591121142961799168,"As Twitter pursues the goal of elevating citizen journalism, media elite will try everything to stop that from happening",".

negative"
313,1591102135613390850,Twitter HQ is great (this is a real pic) https://t.co/EiAXAF0CaE… https://t.co/EiAXAF0CaE,positive
314,1590970255064854529,Quite the day!,neutral
315,1590884973535711232,"Going forward, accounts engaged in parody must include “parody” in their name, not just in bio",neutral
316,1590785323105423360,Usage of Twitter continues to rise. One thing is for sure: it isn’t boring!,positive
317,1590755506112823296,I love when people complain about Twitter … on Twitter 🤣🤣,positive
318,1590746581426663424,https://t.co/FxdcXa1I7i,neutral
319,1590612193590259712,Are you seeing far fewer bots/scams/spam?,neutral
320,1590384919829962752,"Please note that Twitter will do lots of dumb things in coming months. 

We will keep what works &amp; change what doesn’t.",neutral
321,1590383937284870145,Complaint hotline operator online! Please mention your complaints below.,neutral
322,1590004271625691136,"Twitter is the worst!
But also the best.",negative
323,1589791846737522688,https://t.co/3t5ahItE5z,negative
324,1589784134691741696,Twitter usage is at an all-time high lol,positive
325,1589722050998210561,"To be clear, my historical party affiliation has been Independent, with an actual voting history of entirely Democrat until this year",neutral
326,1589639376186724354,"To independent-minded voters:

Shared power curbs the worst excesses of both parties, therefore I recommend voting… https://t.co/eoF1ahHtxj",neutral
327,1589631946644414467,How times have changed https://t.co/gCxUkZ4kZC,neutral
328,1589609169333948418,"Twitter rules will evolve over time, but they’re currently the following: https://t.co/Ut1tXuefso",neutral
329,1589414958508691456,"My commitment to free speech extends even to not banning the account following my plane, even though that is a direct personal safety risk",neutral
330,1589413653190938624,Twitter needs to become by far the most accurate source of information about the world. That’s our mission.,positive
331,1589403131770974208,Widespread verification will democratize journalism &amp; empower the voice of the people,".

positive"
332,1589390597798125568,"Going forward, any Twitter handles engaging in impersonation without clearly specifying “parody” will be permanently suspended",neutral
333,1589022495189127169,Search within Twitter reminds me of Infoseek in ‘98! That will also get a lot better pronto.,positive
334,1589009644114284544,"Twitter will soon add ability to attach long-form text to tweets, ending absurdity of notepad screenshots",positive
335,1588992081308962816,This rocks https://t.co/sB1sL0Hdrv,positive
336,1588945917217951746,https://t.co/4UQlClBSct,negative
337,1588750686006947840,"Trash me all day, but it’ll cost $8",".

negative"
338,1588739131815112704,⚡️⚡️⚡️ Power to the People ⚡️⚡️⚡️,positive
339,1588671155766194176,"Regarding Twitter’s reduction in force, unfortunately there is no choice when the company is losing over $4M/day.… https://t.co/beSHf4nXgF",negative
340,1588666105023041536,"Again, to be crystal clear, Twitter’s strong commitment to content moderation remains absolutely unchanged.

In fac… https://t.co/gSCKbG9v0U",neutral
341,1588661987701313537,Excellent summary of Twitter’s Trust &amp; Safety from the head of the team https://t.co/sJ1MBf9Mub,positive
342,1588538640401018880,"Twitter has had a massive drop in revenue, due to activist groups pressuring advertisers, even though nothing has c… https://t.co/HU3dBUszCg",negative
343,1588398244488368128,Tiny talk is talk so small it feels like it’s coming from your own mind,neutral
344,1588391903636357122,Why is small talk even legal!?,negative
345,1588087419059916802,A neuron doesn’t realize it’s a neuron,", it’s just a bunch of proteins connected to other proteins

neutral"
346,1588081971221053440,"Because it consists of billions of bidirectional interactions per day, Twitter can be thought of as a collective, c… https://t.co/UORYe5J8vm",neutral
347,1588060509302972421,🎯 https://t.co/W55sUbxYed,neutral
348,1587923502354472960,🤔 https://t.co/XuJdfMTTi1,negative
349,1587913672801759234,https://t.co/BYOBGBHOUA,neutral
350,1587899771091566595,Advertisers should support:,neutral
351,1587894226695884800,https://t.co/kGncG7Hs3M,positive
352,1587877870860484610,Twitter is simply the most interesting place on the Internet. That’s why you’re reading this tweet right now.,positive
353,1587873929443565572,Being attacked by both right &amp; left simultaneously is a good sign,"that you are on the right path

positive"
354,1587853401014034435,you get what you pay for,neutral
355,1587631360025542656,Twitter speaks to the inner masochist in all of us,".

negative"
356,1587627120355934208,"To all complainers, please continue complaining, but it will cost $8",neutral
357,1587523701452464131,https://t.co/icg6e35LOe,neutral
358,1587498907336118274,"Twitter’s current lords &amp; peasants system for who has or doesn’t have a blue checkmark is bullshit. 

Power to the… https://t.co/k02ALYVvAu",negative
359,1587442891894538240,Sonic BOOMS!! https://t.co/6n5OxFc0Dy,positive
360,1587433105811722240,Falcon Heavy launch in ~30 mins https://t.co/Bluay8q80F,positive
361,1587297730631696384,😉 https://t.co/eaIYaDRBnu,positive
362,1587297137099931649,Halloween with my Mom https://t.co/xOAgNeeiNN,positive
363,1587129795732770824,"If I had a dollar for every time someone asked me if Trump is coming back on this platform, Twitter would be minting money!",neutral
364,1586918804780630016,Bring back Vine?,neutral
365,1586885887341645824,"Wachtell &amp; Twitter board deliberately hid this evidence from the court. Stay tuned, more to come … https://t.co/CifaNvtRtt",negative
366,1586871691686223872,This is fake – I did *not* tweet out a link to The New York Times! https://t.co/d6V6m5ATW2,negative
367,1586680643831836677,"Just received this email from Twitter. This is an actual, real email that was autogenerated 🤣🤣 https://t.co/7DQp4sNINX",neutral
368,1586411481574166528,"Finally, the truth that carbs are amazing can be said on this platform! 
#FreeSpeech",positive
369,1586410852646674432,Fresh baked bread &amp; pastries are some of the great joys of life,positive
370,1586149451348910081,"To be super clear, we have not yet made any changes to Twitter’s content moderation policies https://t.co/k4guTsXOIu",neutral
371,1586108809772089345,Ligma Johnson had it coming 🍆 💦 https://t.co/CgjrOV5eM2,neutral
372,1586104694421659648,Comedy is now legal on Twitter,positive
373,1586059953311137792,"Twitter will be forming a content moderation council with widely diverse viewpoints. 

No major content decisions o… https://t.co/GOOTQOLYdq",positive
374,1585966869122457600,🎶 let the good times roll 🎶,positive
375,1585841080431321088,the bird is freed,neutral
376,1585811291851018241,Falcon rockets to orbit as seen from LA https://t.co/r8L2SbLC3p,neutral
377,1585619322239561728,Dear Twitter Advertisers https://t.co/GMwHmInPAS,neutral
378,1585341984679469056,Entering Twitter HQ – let that sink in! https://t.co/D68z4K2wq7,positive
379,1585292083610279936,A beautiful thing about Twitter is how it empowers citizen journalism – people are able to disseminate news without an establishment bias,".

positive"
380,1585282193999265793,"“The New York Times has emerged as a new, chaotic actor in global politics. The paper’s interventions in some of th… https://t.co/8tYloh5duT",neutral
381,1585050236120027137,Works on any moving land object https://t.co/Xu4qKJW4D9,neutral
382,1584764977457397760,What lesson took you the longest to unlearn?,neutral
383,1584717774261489665,διαλεκτική,"ματιά

neutral"
384,1584174386998697985,Think about who might have decided “The Current Thing” before accepting it,neutral
385,1584173256415723521,"Who decides “The Current Thing?”
Real question. I don’t know.",neutral
386,1584157532209090560,Neuralink show &amp; tell now on Nov 30,neutral
387,1583978878305173505,"i know
|nothing|
is forever",neutral
388,1583345981906571264,"Only Giga Berlin can make these colors, as paint shop was specially built to apply many fine layers of paint, givin… https://t.co/Dx702XerCN",positive
389,1583299870370467840,https://t.co/WqGm6InNTp,negative
390,1583133885696987136,Congrats to @SpaceX team on 48th launch this year! Falcon 9 now holds record for most launches of a single vehicle type in a year.,positive
391,1582805523484680192,"I will not let you down, no matter what it takes",".

positive"
392,1582778449583693836,Vox Populi Vox Dei,neutral
393,1582576552797081607,Internet in airplanes will feel same as if you were accessing Internet at home! https://t.co/Mfl2ixYnJH,positive
394,1582547658039623680,"28,700 bottles of exquisite Burnt Hair perfume already sold! 

Only 1,300 left of this unique, limited edition, col… https://t.co/idQAnlrfs0",positive
395,1582379931983499264,"Drone War I
https://t.co/erVME0CbbN",neutral
396,1581986552246603776,Exceptionally well-said https://t.co/UT8fXG0MeF,positive
397,1581901615552155648,Are there others that want to donate Starlinks to places in need? https://t.co/M0ASMenMRD,positive
398,1581764872702132224,Deus X Machina,"is the best restaurant in town!

positive"
399,1581652738768654338,So true https://t.co/PwmxUVU2Fc,positive
400,1581514716890865664,Fancy a game of meme tennis? https://t.co/d9tqIlg7nB,neutral
401,1581508126595244032,Did you hear about the dyslexic KBG agent – it’s pot secret!,humorous
402,1581490395149926404,"Pitching my idea once again for a crossover of Das Boot &amp; Boss Baby.

“Das Baby” – Hijinks on the high seas! https://t.co/FieRmSthp2",neutral
403,1581345747777179651,"The hell with it … even though Starlink is still losing money &amp; other companies are getting billions of taxpayer $,… https://t.co/ZHRWMLxio3",negative
404,1581026283303362560,Yay!! https://t.co/lviRHDJZRB,positive
405,1580390454130266112,"20,000!!",positive
406,1580350143445942272,https://t.co/WLVh5zBiO5,neutral
407,1580312743563104256,"We might need a different name, as this is basically just Starlink with roaming capability, so you can take your te… https://t.co/Y2YLtDYTgZ",neutral
408,1580304724082843648,"Please buy my perfume, so I can buy Twitter","stocks

neutral"
409,1580056291082280960,"10,000 bottles of Burnt Hair sold!",positive
410,1579994860802932736,Over 5000 bottles of Burnt Hair sold!,positive
411,1579974961267060738,https://t.co/WDtHXqgUPx,positive
412,1579974298156306432,"With a name like mine, getting into the fragrance business was inevitable – why did I even fight it for so long!?",positive
413,1579971705447256064,"The finest fragrance on Earth!
https://t.co/ohjWxNX5ZC https://t.co/0J1lmREOBS",positive
414,1579938196095655936,Maybe one day we can finally achieve https://t.co/jKBu2wJIDA,neutral
415,1579934616429158400,https://t.co/Q31B9x4RCH,positive
416,1579114131155623936,Coming soon from The @BoringCompany https://t.co/cNIbFRRXyt,positive
417,1579099265401778176,An eye for an eye leaves everyone blind https://t.co/pQztPvR4uI,neutral
418,1579067179659845633,https://t.co/VvGa39qAyE,positive
419,1578387441332928513,"In case you missed Tesla AI Day 2022
https://t.co/Sbu0peXpY1",neutral
420,1578277238465712128,SpaceX Dragon docking with @Space_Station (extended video) https://t.co/AFBDKHddgI,positive
421,1578170980283076608,Excited to announce start of production of Tesla Semi Truck with deliveries to @Pepsi on Dec 1st! https://t.co/gq0l73iGRW,positive
422,1578055594573004800,Starlink view of 2nd stage deorbit burn https://t.co/kbLv95bAK7,neutral
423,1577880686282919937,War is the ultimate Supreme Court,".

negative"
424,1577831304711774210,"Another batch of Starlinks in orbit, 7 hours after the astronaut launch https://t.co/mQshEY16RP",positive
425,1577428272056389633,"Buying Twitter is an accelerant to creating X, the everything app",positive
